"Pincode","State","District","Hospitalized","Deceased","Recovered"
521286,"AP","Krishna",14,0,0
533214,"AP","East Godavari",6,0,0
530051,"AP","Visakhapatnam",13,0,1
530016,"AP","Visakhapatnam",13,0,1
531029,"AP","Visakhapatnam",13,0,1
534449,"AP","West Godavari",13,0,0
534245,"AP","West Godavari",13,0,0
534235,"AP","West Godavari",13,0,0
534401,"AP","West Godavari",13,0,0
533104,"AP","East Godavari",6,0,0
533005,"AP","East Godavari",6,0,0
523184,"AP","Prakasam",15,0,0
523280,"AP","Prakasam",15,0,0
523336,"AP","Prakasam",15,0,0
534305,"AP","West Godavari",13,0,0
523334,"AP","Prakasam",15,0,0
523111,"AP","Prakasam",15,0,0
531032,"AP","Visakhapatnam",13,0,1
531133,"AP","Visakhapatnam",13,0,1
531021,"AP","Visakhapatnam",13,0,1
531113,"AP","Visakhapatnam",13,0,1
530027,"AP","Visakhapatnam",13,0,1
533295,"AP","East Godavari",6,0,0
533449,"AP","East Godavari",6,0,0
530004,"AP","Visakhapatnam",13,0,1
531115,"AP","Visakhapatnam",13,0,1
523332,"AP","Prakasam",15,0,0
531002,"AP","Visakhapatnam",13,0,1
531077,"AP","Visakhapatnam",13,0,1
521108,"AP","Krishna",14,0,0
522412,"AP","Guntur",9,0,0
521246,"AP","Krishna",14,0,0
521227,"AP","Krishna",14,0,0
520003,"AP","Krishna",14,0,0
521134,"AP","Krishna",14,0,0
522408,"AP","Guntur",9,0,0
522003,"AP","Guntur",9,0,0
522421,"AP","Guntur",9,0,0
522501,"AP","Guntur",9,0,0
522330,"AP","Guntur",9,0,0
521148,"AP","Krishna",14,0,0
521369,"AP","Krishna",14,0,0
530031,"AP","Visakhapatnam",13,0,1
535005,"AP","Visakhapatnam",13,0,1
517590,"AP","Chittoor",7,0,0
531081,"AP","Visakhapatnam",13,0,1
535273,"AP","Visakhapatnam",13,0,1
521325,"AP","Krishna",14,0,0
530008,"AP","Visakhapatnam",13,0,1
534452,"AP","West Godavari",13,0,0
523263,"AP","Prakasam",15,0,0
531118,"AP","Visakhapatnam",13,0,1
523368,"AP","Prakasam",15,0,0
534122,"AP","West Godavari",13,0,0
531030,"AP","Visakhapatnam",13,0,1
534209,"AP","West Godavari",13,0,0
534329,"AP","West Godavari",13,0,0
518002,"AP","Kurnool",1,0,0
534001,"AP","West Godavari",13,0,0
518593,"AP","Kurnool",1,0,0
518523,"AP","Kurnool",1,0,0
518344,"AP","Kurnool",1,0,0
531026,"AP","Visakhapatnam",13,0,1
535145,"AP","Visakhapatnam",13,0,1
521110,"AP","Krishna",14,0,0
521401,"AP","Krishna",14,0,0
521228,"AP","Krishna",14,0,0
521263,"AP","Krishna",14,0,0
521180,"AP","Krishna",14,0,0
521340,"AP","Krishna",14,0,0
534215,"AP","West Godavari",13,0,0
521230,"AP","Krishna",14,0,0
521133,"AP","Krishna",14,0,0
517426,"AP","Chittoor",7,0,0
517422,"AP","Chittoor",7,0,0
517127,"AP","Chittoor",7,0,0
517351,"AP","Chittoor",7,0,0
517297,"AP","Chittoor",7,0,0
517588,"AP","Chittoor",7,0,0
517584,"AP","Chittoor",7,0,0
517581,"AP","Chittoor",7,0,0
517640,"AP","Chittoor",7,0,0
517123,"AP","Chittoor",7,0,0
517536,"AP","Chittoor",7,0,0
517645,"AP","Chittoor",7,0,0
531023,"AP","Visakhapatnam",13,0,1
530032,"AP","Visakhapatnam",13,0,1
530003,"AP","Visakhapatnam",13,0,1
531105,"AP","Visakhapatnam",13,0,1
530012,"AP","Visakhapatnam",13,0,1
531033,"AP","Visakhapatnam",13,0,1
534301,"AP","West Godavari",13,0,0
531001,"AP","Visakhapatnam",13,0,1
530026,"AP","Visakhapatnam",13,0,1
531061,"AP","Visakhapatnam",13,0,1
531022,"AP","Visakhapatnam",13,0,1
531040,"AP","Visakhapatnam",13,0,1
531087,"AP","Visakhapatnam",13,0,1
530053,"AP","Visakhapatnam",13,0,1
530020,"AP","Visakhapatnam",13,0,1
530018,"AP","Visakhapatnam",13,0,1
534208,"AP","West Godavari",13,0,0
534315,"AP","West Godavari",13,0,0
534462,"AP","West Godavari",13,0,0
534275,"AP","West Godavari",13,0,0
534225,"AP","West Godavari",13,0,0
534338,"AP","West Godavari",13,0,0
534222,"AP","West Godavari",13,0,0
534318,"AP","West Godavari",13,0,0
521333,"AP","Krishna",14,0,0
521122,"AP","Krishna",14,0,0
530043,"AP","Visakhapatnam",13,0,1
530022,"AP","Visakhapatnam",13,0,1
534003,"AP","West Godavari",13,0,0
534330,"AP","West Godavari",13,0,0
534250,"AP","West Godavari",13,0,0
523002,"AP","Prakasam",15,0,0
523346,"AP","Prakasam",15,0,0
517582,"AP","Chittoor",7,0,0
523213,"AP","Prakasam",15,0,0
523320,"AP","Prakasam",15,0,0
523186,"AP","Prakasam",15,0,0
523166,"AP","Prakasam",15,0,0
520015,"AP","Krishna",14,0,0
521214,"AP","Krishna",14,0,0
521457,"AP","Krishna",14,0,0
521328,"AP","Krishna",14,0,0
521329,"AP","Krishna",14,0,0
523168,"AP","Prakasam",15,0,0
531173,"AP","Visakhapatnam",13,0,1
530035,"AP","Visakhapatnam",13,0,1
523329,"AP","Prakasam",15,0,0
534320,"AP","West Godavari",13,0,0
534260,"AP","West Godavari",13,0,0
521260,"AP","Krishna",14,0,0
530028,"AP","Visakhapatnam",13,0,1
531117,"AP","Visakhapatnam",13,0,1
518216,"AP","Kurnool",1,0,0
518513,"AP","Kurnool",1,0,0
518220,"AP","Kurnool",1,0,0
518345,"AP","Kurnool",1,0,0
518225,"AP","Kurnool",1,0,0
518512,"AP","Kurnool",1,0,0
518301,"AP","Kurnool",1,0,0
518553,"AP","Kurnool",1,0,0
518511,"AP","Kurnool",1,0,0
518313,"AP","Kurnool",1,0,0
518323,"AP","Kurnool",1,0,0
523226,"AP","Prakasam",15,0,0
523171,"AP","Prakasam",15,0,0
531035,"AP","Visakhapatnam",13,0,1
535250,"AP","Visakhapatnam",13,0,1
522315,"AP","Guntur",9,0,0
522426,"AP","Guntur",9,0,0
522437,"AP","Guntur",9,0,0
522660,"AP","Guntur",9,0,0
530029,"AP","Visakhapatnam",13,0,1
530046,"AP","Visakhapatnam",13,0,1
531036,"AP","Visakhapatnam",13,0,1
531027,"AP","Visakhapatnam",13,0,1
531149,"AP","Visakhapatnam",13,0,1
521345,"AP","Krishna",14,0,0
522233,"AP","Guntur",9,0,0
522102,"AP","Guntur",9,0,0
522403,"AP","Guntur",9,0,0
517192,"AP","Chittoor",7,0,0
517501,"AP","Chittoor",7,0,0
517425,"AP","Chittoor",7,0,0
517561,"AP","Chittoor",7,0,0
523228,"AP","Prakasam",15,0,0
523302,"AP","Prakasam",15,0,0
518563,"AP","Kurnool",1,0,0
523273,"AP","Prakasam",15,0,0
523116,"AP","Prakasam",15,0,0
522619,"AP","Guntur",9,0,0
518465,"AP","Kurnool",1,0,0
518463,"AP","Kurnool",1,0,0
518347,"AP","Kurnool",1,0,0
521261,"AP","Krishna",14,0,0
521138,"AP","Krishna",14,0,0
521131,"AP","Krishna",14,0,0
521190,"AP","Krishna",14,0,0
521001,"AP","Krishna",14,0,0
521137,"AP","Krishna",14,0,0
521165,"AP","Krishna",14,0,0
523328,"AP","Prakasam",15,0,0
523187,"AP","Prakasam",15,0,0
523370,"AP","Prakasam",15,0,0
523369,"AP","Prakasam",15,0,0
523240,"AP","Prakasam",15,0,0
523165,"AP","Prakasam",15,0,0
523212,"AP","Prakasam",15,0,0
523167,"AP","Prakasam",15,0,0
523114,"AP","Prakasam",15,0,0
523292,"AP","Prakasam",15,0,0
523247,"AP","Prakasam",15,0,0
523214,"AP","Prakasam",15,0,0
523303,"AP","Prakasam",15,0,0
533251,"AP","East Godavari",6,0,0
533001,"AP","East Godavari",6,0,0
533124,"AP","East Godavari",6,0,0
533292,"AP","East Godavari",6,0,0
533244,"AP","East Godavari",6,0,0
533294,"AP","East Godavari",6,0,0
533341,"AP","East Godavari",6,0,0
523104,"AP","Prakasam",15,0,0
517642,"AP","Chittoor",7,0,0
517418,"AP","Chittoor",7,0,0
517194,"AP","Chittoor",7,0,0
517416,"AP","Chittoor",7,0,0
517004,"AP","Chittoor",7,0,0
517370,"AP","Chittoor",7,0,0
530002,"AP","Visakhapatnam",13,0,1
531019,"AP","Visakhapatnam",13,0,1
531114,"AP","Visakhapatnam",13,0,1
517502,"AP","Chittoor",7,0,0
517641,"AP","Chittoor",7,0,0
517001,"AP","Chittoor",7,0,0
517299,"AP","Chittoor",7,0,0
517620,"AP","Chittoor",7,0,0
517424,"AP","Chittoor",7,0,0
517167,"AP","Chittoor",7,0,0
531085,"AP","Visakhapatnam",13,0,1
530014,"AP","Visakhapatnam",13,0,1
530049,"AP","Visakhapatnam",13,0,1
531020,"AP","Visakhapatnam",13,0,1
530013,"AP","Visakhapatnam",13,0,1
531028,"AP","Visakhapatnam",13,0,1
531111,"AP","Visakhapatnam",13,0,1
531126,"AP","Visakhapatnam",13,0,1
530001,"AP","Visakhapatnam",13,0,1
535183,"AP","Visakhapatnam",13,0,1
534002,"AP","West Godavari",13,0,0
534199,"AP","West Godavari",13,0,0
517235,"AP","Chittoor",7,0,0
517113,"AP","Chittoor",7,0,0
517234,"AP","Chittoor",7,0,0
517520,"AP","Chittoor",7,0,0
517551,"AP","Chittoor",7,0,0
522112,"AP","Guntur",9,0,0
517417,"AP","Chittoor",7,0,0
534342,"AP","West Godavari",13,0,0
534247,"AP","West Godavari",13,0,0
534265,"AP","West Godavari",13,0,0
534244,"AP","West Godavari",13,0,0
534455,"AP","West Godavari",13,0,0
534243,"AP","West Godavari",13,0,0
534475,"AP","West Godavari",13,0,0
534426,"AP","West Godavari",13,0,0
534312,"AP","West Godavari",13,0,0
534448,"AP","West Godavari",13,0,0
534146,"AP","West Godavari",13,0,0
521250,"AP","Krishna",14,0,0
521182,"AP","Krishna",14,0,0
521321,"AP","Krishna",14,0,0
517257,"AP","Chittoor",7,0,0
517131,"AP","Chittoor",7,0,0
517236,"AP","Chittoor",7,0,0
517280,"AP","Chittoor",7,0,0
517101,"AP","Chittoor",7,0,0
517126,"AP","Chittoor",7,0,0
517583,"AP","Chittoor",7,0,0
517643,"AP","Chittoor",7,0,0
517599,"AP","Chittoor",7,0,0
517503,"AP","Chittoor",7,0,0
517326,"AP","Chittoor",7,0,0
517112,"AP","Chittoor",7,0,0
517592,"AP","Chittoor",7,0,0
517291,"AP","Chittoor",7,0,0
518405,"AP","Kurnool",1,0,0
518395,"AP","Kurnool",1,0,0
523224,"AP","Prakasam",15,0,0
523180,"AP","Prakasam",15,0,0
531082,"AP","Visakhapatnam",13,0,1
531151,"AP","Visakhapatnam",13,0,1
531084,"AP","Visakhapatnam",13,0,1
531034,"AP","Visakhapatnam",13,0,1
517526,"AP","Chittoor",7,0,0
517237,"AP","Chittoor",7,0,0
518360,"AP","Kurnool",1,0,0
518349,"AP","Kurnool",1,0,0
518502,"AP","Kurnool",1,0,0
518380,"AP","Kurnool",1,0,0
518468,"AP","Kurnool",1,0,0
521153,"AP","Krishna",14,0,0
521312,"AP","Krishna",14,0,0
520008,"AP","Krishna",14,0,0
517505,"AP","Chittoor",7,0,0
518302,"AP","Kurnool",1,0,0
518217,"AP","Kurnool",1,0,0
518422,"AP","Kurnool",1,0,0
518674,"AP","Kurnool",1,0,0
518176,"AP","Kurnool",1,0,0
534467,"AP","West Godavari",13,0,0
518308,"AP","Kurnool",1,0,0
518467,"AP","Kurnool",1,0,0
518462,"AP","Kurnool",1,0,0
518010,"AP","Kurnool",1,0,0
518221,"AP","Kurnool",1,0,0
534216,"AP","West Godavari",13,0,0
534331,"AP","West Godavari",13,0,0
522509,"AP","Guntur",9,0,0
522615,"AP","Guntur",9,0,0
522413,"AP","Guntur",9,0,0
522626,"AP","Guntur",9,0,0
518122,"AP","Kurnool",1,0,0
522302,"AP","Guntur",9,0,0
522201,"AP","Guntur",9,0,0
522303,"AP","Guntur",9,0,0
522202,"AP","Guntur",9,0,0
522312,"AP","Guntur",9,0,0
522435,"AP","Guntur",9,0,0
522015,"AP","Guntur",9,0,0
522264,"AP","Guntur",9,0,0
534427,"AP","West Godavari",13,0,0
534324,"AP","West Godavari",13,0,0
534210,"AP","West Godavari",13,0,0
534327,"AP","West Godavari",13,0,0
534102,"AP","West Godavari",13,0,0
534416,"AP","West Godavari",13,0,0
534166,"AP","West Godavari",13,0,0
534456,"AP","West Godavari",13,0,0
534266,"AP","West Godavari",13,0,0
534316,"AP","West Godavari",13,0,0
534202,"AP","West Godavari",13,0,0
534211,"AP","West Godavari",13,0,0
534267,"AP","West Godavari",13,0,0
523316,"AP","Prakasam",15,0,0
523155,"AP","Prakasam",15,0,0
523356,"AP","Prakasam",15,0,0
522004,"AP","Guntur",9,0,0
522508,"AP","Guntur",9,0,0
522001,"AP","Guntur",9,0,0
517586,"AP","Chittoor",7,0,0
517002,"AP","Chittoor",7,0,0
517591,"AP","Chittoor",7,0,0
522006,"AP","Guntur",9,0,0
522649,"AP","Guntur",9,0,0
522237,"AP","Guntur",9,0,0
522304,"AP","Guntur",9,0,0
522007,"AP","Guntur",9,0,0
522325,"AP","Guntur",9,0,0
522436,"AP","Guntur",9,0,0
517305,"AP","Chittoor",7,0,0
517102,"AP","Chittoor",7,0,0
517401,"AP","Chittoor",7,0,0
517419,"AP","Chittoor",7,0,0
517130,"AP","Chittoor",7,0,0
517619,"AP","Chittoor",7,0,0
517506,"AP","Chittoor",7,0,0
517247,"AP","Chittoor",7,0,0
517129,"AP","Chittoor",7,0,0
534165,"AP","West Godavari",13,0,0
517214,"AP","Chittoor",7,0,0
517432,"AP","Chittoor",7,0,0
522235,"AP","Guntur",9,0,0
522410,"AP","Guntur",9,0,0
522503,"AP","Guntur",9,0,0
522603,"AP","Guntur",9,0,0
522309,"AP","Guntur",9,0,0
523156,"AP","Prakasam",15,0,0
522306,"AP","Guntur",9,0,0
522311,"AP","Guntur",9,0,0
517213,"AP","Chittoor",7,0,0
517172,"AP","Chittoor",7,0,0
517423,"AP","Chittoor",7,0,0
523211,"AP","Prakasam",15,0,0
523230,"AP","Prakasam",15,0,0
523367,"AP","Prakasam",15,0,0
523331,"AP","Prakasam",15,0,0
523272,"AP","Prakasam",15,0,0
523241,"AP","Prakasam",15,0,0
517125,"AP","Chittoor",7,0,0
517152,"AP","Chittoor",7,0,0
517589,"AP","Chittoor",7,0,0
517644,"AP","Chittoor",7,0,0
534156,"AP","West Godavari",13,0,0
534281,"AP","West Godavari",13,0,0
534239,"AP","West Godavari",13,0,0
534176,"AP","West Godavari",13,0,0
534328,"AP","West Godavari",13,0,0
534236,"AP","West Godavari",13,0,0
534195,"AP","West Godavari",13,0,0
534411,"AP","West Godavari",13,0,0
534206,"AP","West Godavari",13,0,0
534124,"AP","West Godavari",13,0,0
534230,"AP","West Godavari",13,0,0
534447,"AP","West Godavari",13,0,0
534268,"AP","West Godavari",13,0,0
534311,"AP","West Godavari",13,0,0
517390,"AP","Chittoor",7,0,0
517507,"AP","Chittoor",7,0,0
517325,"AP","Chittoor",7,0,0
517193,"AP","Chittoor",7,0,0
517504,"AP","Chittoor",7,0,0
517429,"AP","Chittoor",7,0,0
523227,"AP","Prakasam",15,0,0
523115,"AP","Prakasam",15,0,0
523333,"AP","Prakasam",15,0,0
523281,"AP","Prakasam",15,0,0
518452,"AP","Kurnool",1,0,0
523190,"AP","Prakasam",15,0,0
523279,"AP","Prakasam",15,0,0
523260,"AP","Prakasam",15,0,0
523261,"AP","Prakasam",15,0,0
518396,"AP","Kurnool",1,0,0
518206,"AP","Kurnool",1,0,0
518186,"AP","Kurnool",1,0,0
521105,"AP","Krishna",14,0,0
521125,"AP","Krishna",14,0,0
521215,"AP","Krishna",14,0,0
521183,"AP","Krishna",14,0,0
521256,"AP","Krishna",14,0,0
521136,"AP","Krishna",14,0,0
521162,"AP","Krishna",14,0,0
521002,"AP","Krishna",14,0,0
521356,"AP","Krishna",14,0,0
521003,"AP","Krishna",14,0,0
520012,"AP","Krishna",14,0,0
521324,"AP","Krishna",14,0,0
521120,"AP","Krishna",14,0,0
520010,"AP","Krishna",14,0,0
522009,"AP","Guntur",9,0,0
523109,"AP","Prakasam",15,0,0
523265,"AP","Prakasam",15,0,0
523113,"AP","Prakasam",15,0,0
522002,"AP","Guntur",9,0,0
523301,"AP","Prakasam",15,0,0
518222,"AP","Kurnool",1,0,0
518124,"AP","Kurnool",1,0,0
518466,"AP","Kurnool",1,0,0
518598,"AP","Kurnool",1,0,0
518401,"AP","Kurnool",1,0,0
518134,"AP","Kurnool",1,0,0
518583,"AP","Kurnool",1,0,0
518350,"AP","Kurnool",1,0,0
518543,"AP","Kurnool",1,0,0
518348,"AP","Kurnool",1,0,0
518333,"AP","Kurnool",1,0,0
518003,"AP","Kurnool",1,0,0
518594,"AP","Kurnool",1,0,0
518508,"AP","Kurnool",1,0,0
518112,"AP","Kurnool",1,0,0
518412,"AP","Kurnool",1,0,0
518343,"AP","Kurnool",1,0,0
518346,"AP","Kurnool",1,0,0
518196,"AP","Kurnool",1,0,0
518005,"AP","Kurnool",1,0,0
534238,"AP","West Godavari",13,0,0
534218,"AP","West Godavari",13,0,0
534350,"AP","West Godavari",13,0,0
522005,"AP","Guntur",9,0,0
518165,"AP","Kurnool",1,0,0
518166,"AP","Kurnool",1,0,0
522305,"AP","Guntur",9,0,0
522341,"AP","Guntur",9,0,0
522313,"AP","Guntur",9,0,0
518001,"AP","Kurnool",1,0,0
518101,"AP","Kurnool",1,0,0
518411,"AP","Kurnool",1,0,0
518004,"AP","Kurnool",1,0,0
518102,"AP","Kurnool",1,0,0
518145,"AP","Kurnool",1,0,0
518218,"AP","Kurnool",1,0,0
522101,"AP","Guntur",9,0,0
522268,"AP","Guntur",9,0,0
522601,"AP","Guntur",9,0,0
522018,"AP","Guntur",9,0,0
522411,"AP","Guntur",9,0,0
522646,"AP","Guntur",9,0,0
522111,"AP","Guntur",9,0,0
522529,"AP","Guntur",9,0,0
522438,"AP","Guntur",9,0,0
522647,"AP","Guntur",9,0,0
534406,"AP","West Godavari",13,0,0
522658,"AP","Guntur",9,0,0
518442,"AP","Kurnool",1,0,0
517391,"AP","Chittoor",7,0,0
517571,"AP","Chittoor",7,0,0
517421,"AP","Chittoor",7,0,0
530052,"AP","Visakhapatnam",13,0,1
518573,"AP","Kurnool",1,0,0
534111,"AP","West Godavari",13,0,0
517350,"AP","Chittoor",7,0,0
517124,"AP","Chittoor",7,0,0
522113,"AP","Guntur",9,0,0
522213,"AP","Guntur",9,0,0
517132,"AP","Chittoor",7,0,0
517408,"AP","Chittoor",7,0,0
517587,"AP","Chittoor",7,0,0
517277,"AP","Chittoor",7,0,0
517319,"AP","Chittoor",7,0,0
517541,"AP","Chittoor",7,0,0
522310,"AP","Guntur",9,0,0
522657,"AP","Guntur",9,0,0
522261,"AP","Guntur",9,0,0
522236,"AP","Guntur",9,0,0
534302,"AP","West Godavari",13,0,0
522613,"AP","Guntur",9,0,0
522401,"AP","Guntur",9,0,0
522439,"AP","Guntur",9,0,0
522211,"AP","Guntur",9,0,0
522617,"AP","Guntur",9,0,0
522017,"AP","Guntur",9,0,0
522265,"AP","Guntur",9,0,0
522257,"AP","Guntur",9,0,0
522659,"AP","Guntur",9,0,0
522616,"AP","Guntur",9,0,0
523135,"AP","Prakasam",15,0,0
533250,"AP","East Godavari",6,0,0
533434,"AP","East Godavari",6,0,0
534005,"AP","West Godavari",13,0,0
534442,"AP","West Godavari",13,0,0
534134,"AP","West Godavari",13,0,0
530047,"AP","Visakhapatnam",13,0,1
534237,"AP","West Godavari",13,0,0
531219,"AP","Visakhapatnam",13,0,1
531024,"AP","Visakhapatnam",13,0,1
530040,"AP","Visakhapatnam",13,0,1
530024,"AP","Visakhapatnam",13,0,1
518533,"AP","Kurnool",1,0,0
530041,"AP","Visakhapatnam",13,0,1
531116,"AP","Visakhapatnam",13,0,1
531163,"AP","Visakhapatnam",13,0,1
531162,"AP","Visakhapatnam",13,0,1
517352,"AP","Chittoor",7,0,0
523304,"AP","Prakasam",15,0,0
523246,"AP","Prakasam",15,0,0
523245,"AP","Prakasam",15,0,0
518464,"AP","Kurnool",1,0,0
518385,"AP","Kurnool",1,0,0
534007,"AP","West Godavari",13,0,0
534461,"AP","West Godavari",13,0,0
534101,"AP","West Godavari",13,0,0
534450,"AP","West Godavari",13,0,0
534004,"AP","West Godavari",13,0,0
522256,"AP","Guntur",9,0,0
518501,"AP","Kurnool",1,0,0
534197,"AP","West Godavari",13,0,0
534432,"AP","West Godavari",13,0,0
534437,"AP","West Godavari",13,0,0
534340,"AP","West Godavari",13,0,0
522307,"AP","Guntur",9,0,0
523223,"AP","Prakasam",15,0,0
533296,"AP","East Godavari",6,0,0
533297,"AP","East Godavari",6,0,0
533430,"AP","East Godavari",6,0,0
523253,"AP","Prakasam",15,0,0
533286,"AP","East Godavari",6,0,0
533261,"AP","East Godavari",6,0,0
533126,"AP","East Godavari",6,0,0
533240,"AP","East Godavari",6,0,0
533483,"AP","East Godavari",6,0,0
