"Pincode","State","District","Hospitalized","Deceased","Recovered"
533577,"AP","East Godavari",11,0,0
533228,"AP","East Godavari",11,0,0
533213,"AP","East Godavari",11,0,0
533216,"AP","East Godavari",11,0,0
533240,"AP","East Godavari",11,0,0
533216,"AP","East Godavari",11,0,0
533244,"AP","East Godavari",11,0,0
533212,"AP","East Godavari",11,0,0
533229,"AP","East Godavari",11,0,0
533217,"AP","East Godavari",11,0,0
533216,"AP","East Godavari",11,0,0
533212,"AP","East Godavari",11,0,0
533201,"AP","East Godavari",11,0,0
533240,"AP","East Godavari",11,0,0
533214,"AP","East Godavari",11,0,0
533216,"AP","East Godavari",11,0,0
533274,"AP","East Godavari",11,0,0
533237,"AP","East Godavari",11,0,0
533238,"AP","East Godavari",11,0,0
533248,"AP","East Godavari",11,0,0
533216,"AP","East Godavari",11,0,0
533249,"AP","East Godavari",11,0,0
533212,"AP","East Godavari",11,0,0
534315,"AP","East Godavari",11,0,0
533212,"AP","East Godavari",11,0,0
533235,"AP","East Godavari",11,0,0
533247,"AP","East Godavari",11,0,0
533251,"AP","East Godavari",11,0,0
533222,"AP","East Godavari",11,0,0
533274,"AP","East Godavari",11,0,0
533213,"AP","East Godavari",11,0,0
533217,"AP","East Godavari",11,0,0
533220,"AP","East Godavari",11,0,0
533236,"AP","East Godavari",11,0,0
533241,"AP","East Godavari",11,0,0
533252,"AP","East Godavari",11,0,0
522268,"AP","Guntur",30,0,0
522265,"AP","Guntur",30,0,0
517125,"AP","Chittoor",17,0,0
533249,"AP","East Godavari",11,0,0
517403,"AP","Chittoor",17,0,0
517390,"AP","Chittoor",17,0,0
517426,"AP","Chittoor",17,0,0
517424,"AP","Chittoor",17,0,0
517415,"AP","Chittoor",17,0,0
517417,"AP","Chittoor",17,0,0
517425,"AP","Chittoor",17,0,0
533244,"AP","East Godavari",11,0,0
533213,"AP","East Godavari",11,0,0
533237,"AP","East Godavari",11,0,0
517280,"AP","Chittoor",17,0,0
517132,"AP","Chittoor",17,0,0
517401,"AP","Chittoor",17,0,0
517129,"AP","Chittoor",17,0,0
517432,"AP","Chittoor",17,0,0
517127,"AP","Chittoor",17,0,0
517415,"AP","Chittoor",17,0,0
517126,"AP","Chittoor",17,0,0
517167,"AP","Chittoor",17,0,0
517422,"AP","Chittoor",17,0,0
517599,"AP","Chittoor",17,0,0
517401,"AP","Chittoor",17,0,0
517370,"AP","Chittoor",17,0,0
517370,"AP","Chittoor",17,0,0
517247,"AP","Chittoor",17,0,0
517247,"AP","Chittoor",17,0,0
517167,"AP","Chittoor",17,0,0
517401,"AP","Chittoor",17,0,0
517129,"AP","Chittoor",17,0,0
517416,"AP","Chittoor",17,0,0
517257,"AP","Chittoor",17,0,0
517352,"AP","Chittoor",17,0,0
517425,"AP","Chittoor",17,0,0
517247,"AP","Chittoor",17,0,0
533201,"AP","East Godavari",11,0,0
533254,"AP","East Godavari",11,0,0
533244,"AP","East Godavari",11,0,0
533220,"AP","East Godavari",11,0,0
533213,"AP","East Godavari",11,0,0
533215,"AP","East Godavari",11,0,0
533250,"AP","East Godavari",11,0,0
533250,"AP","East Godavari",11,0,0
533247,"AP","East Godavari",11,0,0
533222,"AP","East Godavari",11,0,0
533213,"AP","East Godavari",11,0,0
533251,"AP","East Godavari",11,0,0
517247,"AP","Chittoor",17,0,0
517425,"AP","Chittoor",17,0,0
517326,"AP","Chittoor",17,0,0
517401,"AP","Chittoor",17,0,0
517325,"AP","Chittoor",17,0,0
533237,"AP","East Godavari",11,0,0
533240,"AP","East Godavari",11,0,0
533213,"AP","East Godavari",11,0,0
533252,"AP","East Godavari",11,0,0
533235,"AP","East Godavari",11,0,0
533236,"AP","East Godavari",11,0,0
533244,"AP","East Godavari",11,0,0
533222,"AP","East Godavari",11,0,0
533252,"AP","East Godavari",11,0,0
533201,"AP","East Godavari",11,0,0
533235,"AP","East Godavari",11,0,0
517167,"AP","Chittoor",17,0,0
517124,"AP","Chittoor",17,0,0
517130,"AP","Chittoor",17,0,0
517417,"AP","Chittoor",17,0,0
517422,"AP","Chittoor",17,0,0
517416,"AP","Chittoor",17,0,0
517004,"AP","Chittoor",17,0,0
517417,"AP","Chittoor",17,0,0
517416,"AP","Chittoor",17,0,0
517257,"AP","Chittoor",17,0,0
517416,"AP","Chittoor",17,0,0
517319,"AP","Chittoor",17,0,0
517325,"AP","Chittoor",17,0,0
517257,"AP","Chittoor",17,0,0
521130,"AP","Krishna",28,0,0
521332,"AP","Krishna",28,0,0
521126,"AP","Krishna",28,0,0
521366,"AP","Krishna",28,0,0
521001,"AP","Krishna",28,0,0
521369,"AP","Krishna",28,0,0
521260,"AP","Krishna",28,0,0
521138,"AP","Krishna",28,0,0
521132,"AP","Krishna",28,0,0
521002,"AP","Krishna",28,0,0
521156,"AP","Krishna",28,0,0
521001,"AP","Krishna",28,0,0
521328,"AP","Krishna",28,0,0
521001,"AP","Krishna",28,0,0
534199,"AP","West Godavari",15,0,0
534202,"AP","West Godavari",15,0,0
521157,"AP","Krishna",28,0,0
521150,"AP","Krishna",28,0,0
521331,"AP","Krishna",28,0,0
521150,"AP","Krishna",28,0,0
521120,"AP","Krishna",28,0,0
521131,"AP","Krishna",28,0,0
521125,"AP","Krishna",28,0,0
521136,"AP","Krishna",28,0,0
521331,"AP","Krishna",28,0,0
521149,"AP","Krishna",28,0,0
521132,"AP","Krishna",28,0,0
521120,"AP","Krishna",28,0,0
521130,"AP","Krishna",28,0,0
521132,"AP","Krishna",28,0,0
521125,"AP","Krishna",28,0,0
521332,"AP","Krishna",28,0,0
521366,"AP","Krishna",28,0,0
521138,"AP","Krishna",28,0,0
521002,"AP","Krishna",28,0,0
521369,"AP","Krishna",28,0,0
521136,"AP","Krishna",28,0,0
521328,"AP","Krishna",28,0,0
521328,"AP","Krishna",28,0,0
521132,"AP","Krishna",28,0,0
521122,"AP","Krishna",28,0,0
521157,"AP","Krishna",28,0,0
521120,"AP","Krishna",28,0,0
521328,"AP","Krishna",28,0,0
521149,"AP","Krishna",28,0,0
521120,"AP","Krishna",28,0,0
521158,"AP","Krishna",28,0,0
521149,"AP","Krishna",28,0,0
521331,"AP","Krishna",28,0,0
521132,"AP","Krishna",28,0,0
521156,"AP","Krishna",28,0,0
521133,"AP","Krishna",28,0,0
521001,"AP","Krishna",28,0,0
521356,"AP","Krishna",28,0,0
521120,"AP","Krishna",28,0,0
521122,"AP","Krishna",28,0,0
521366,"AP","Krishna",28,0,0
521366,"AP","Krishna",28,0,0
521226,"AP","Krishna",28,0,0
521331,"AP","Krishna",28,0,0
521002,"AP","Krishna",28,0,0
521001,"AP","Krishna",28,0,0
533220,"AP","East Godavari",11,0,0
533222,"AP","East Godavari",11,0,0
533253,"AP","East Godavari",11,0,0
521156,"AP","Krishna",28,0,0
521120,"AP","Krishna",28,0,0
521369,"AP","Krishna",28,0,0
533238,"AP","East Godavari",11,0,0
521002,"AP","Krishna",28,0,0
521001,"AP","Krishna",28,0,0
521328,"AP","Krishna",28,0,0
521126,"AP","Krishna",28,0,0
521328,"AP","Krishna",28,0,0
521332,"AP","Krishna",28,0,0
521002,"AP","Krishna",28,0,0
518301,"AP","Kurnool",53,0,0
518463,"AP","Kurnool",53,0,0
518390,"AP","Kurnool",53,0,0
517403,"AP","Chittoor",17,0,0
517004,"AP","Chittoor",17,0,0
517167,"AP","Chittoor",17,0,0
517429,"AP","Chittoor",17,0,0
517423,"AP","Chittoor",17,0,0
517417,"AP","Chittoor",17,0,0
517247,"AP","Chittoor",17,0,0
517001,"AP","Chittoor",17,0,0
517257,"AP","Chittoor",17,0,0
517319,"AP","Chittoor",17,0,0
517418,"AP","Chittoor",17,0,0
517421,"AP","Chittoor",17,0,0
518360,"AP","Kurnool",53,0,0
518468,"AP","Kurnool",53,0,0
518225,"AP","Kurnool",53,0,0
518217,"AP","Kurnool",53,0,0
518004,"AP","Kurnool",53,0,0
518467,"AP","Kurnool",53,0,0
518308,"AP","Kurnool",53,0,0
518466,"AP","Kurnool",53,0,0
518302,"AP","Kurnool",53,0,0
518463,"AP","Kurnool",53,0,0
518220,"AP","Kurnool",53,0,0
518348,"AP","Kurnool",53,0,0
518422,"AP","Kurnool",53,0,0
518599,"AP","Kurnool",53,0,0
518004,"AP","Kurnool",53,0,0
518220,"AP","Kurnool",53,0,0
518003,"AP","Kurnool",53,0,0
518412,"AP","Kurnool",53,0,0
518598,"AP","Kurnool",53,0,0
518313,"AP","Kurnool",53,0,0
518225,"AP","Kurnool",53,0,0
518349,"AP","Kurnool",53,0,0
518395,"AP","Kurnool",53,0,0
518347,"AP","Kurnool",53,0,0
518422,"AP","Kurnool",53,0,0
518508,"AP","Kurnool",53,0,0
518380,"AP","Kurnool",53,0,0
518380,"AP","Kurnool",53,0,0
518508,"AP","Kurnool",53,0,0
518302,"AP","Kurnool",53,0,0
518010,"AP","Kurnool",53,0,0
518467,"AP","Kurnool",53,0,0
518313,"AP","Kurnool",53,0,0
518464,"AP","Kurnool",53,0,0
518360,"AP","Kurnool",53,0,0
518395,"AP","Kurnool",53,0,0
518462,"AP","Kurnool",53,0,0
518002,"AP","Kurnool",53,0,0
518344,"AP","Kurnool",53,0,0
518217,"AP","Kurnool",53,0,0
518004,"AP","Kurnool",53,0,0
518206,"AP","Kurnool",53,0,0
518533,"AP","Kurnool",53,0,0
518465,"AP","Kurnool",53,0,0
518344,"AP","Kurnool",53,0,0
518380,"AP","Kurnool",53,0,0
518464,"AP","Kurnool",53,0,0
518395,"AP","Kurnool",53,0,0
518467,"AP","Kurnool",53,0,0
518533,"AP","Kurnool",53,0,0
518405,"AP","Kurnool",53,0,0
518466,"AP","Kurnool",53,0,0
518225,"AP","Kurnool",53,0,0
518452,"AP","Kurnool",53,0,0
518360,"AP","Kurnool",53,0,0
518349,"AP","Kurnool",53,0,0
518005,"AP","Kurnool",53,0,0
518422,"AP","Kurnool",53,0,0
518442,"AP","Kurnool",53,0,0
518422,"AP","Kurnool",53,0,0
518405,"AP","Kurnool",53,0,0
518396,"AP","Kurnool",53,0,0
518344,"AP","Kurnool",53,0,0
518360,"AP","Kurnool",53,0,0
518302,"AP","Kurnool",53,0,0
518221,"AP","Kurnool",53,0,0
518001,"AP","Kurnool",53,0,0
518396,"AP","Kurnool",53,0,0
518323,"AP","Kurnool",53,0,0
533201,"AP","East Godavari",11,0,0
518344,"AP","Kurnool",53,0,0
518345,"AP","Kurnool",53,0,0
518462,"AP","Kurnool",53,0,0
518465,"AP","Kurnool",53,0,0
518222,"AP","Kurnool",53,0,0
518533,"AP","Kurnool",53,0,0
518221,"AP","Kurnool",53,0,0
518533,"AP","Kurnool",53,0,0
518218,"AP","Kurnool",53,0,0
518395,"AP","Kurnool",53,0,0
518343,"AP","Kurnool",53,0,0
518348,"AP","Kurnool",53,0,0
518004,"AP","Kurnool",53,0,0
517424,"AP","Chittoor",17,0,0
517416,"AP","Chittoor",17,0,0
517415,"AP","Chittoor",17,0,0
518225,"AP","Kurnool",53,0,0
518599,"AP","Kurnool",53,0,0
518348,"AP","Kurnool",53,0,0
518467,"AP","Kurnool",53,0,0
518216,"AP","Kurnool",53,0,0
518405,"AP","Kurnool",53,0,0
518216,"AP","Kurnool",53,0,0
518396,"AP","Kurnool",53,0,0
518468,"AP","Kurnool",53,0,0
518220,"AP","Kurnool",53,0,0
518533,"AP","Kurnool",53,0,0
518010,"AP","Kurnool",53,0,0
518380,"AP","Kurnool",53,0,0
518346,"AP","Kurnool",53,0,0
518216,"AP","Kurnool",53,0,0
518401,"AP","Kurnool",53,0,0
518467,"AP","Kurnool",53,0,0
518360,"AP","Kurnool",53,0,0
518462,"AP","Kurnool",53,0,0
518380,"AP","Kurnool",53,0,0
518346,"AP","Kurnool",53,0,0
518206,"AP","Kurnool",53,0,0
518405,"AP","Kurnool",53,0,0
518222,"AP","Kurnool",53,0,0
518220,"AP","Kurnool",53,0,0
518221,"AP","Kurnool",53,0,0
518401,"AP","Kurnool",53,0,0
518225,"AP","Kurnool",53,0,0
518465,"AP","Kurnool",53,0,0
518463,"AP","Kurnool",53,0,0
518422,"AP","Kurnool",53,0,0
518412,"AP","Kurnool",53,0,0
518010,"AP","Kurnool",53,0,0
518313,"AP","Kurnool",53,0,0
518380,"AP","Kurnool",53,0,0
518452,"AP","Kurnool",53,0,0
518222,"AP","Kurnool",53,0,0
518432,"AP","Kurnool",53,0,0
518466,"AP","Kurnool",53,0,0
518390,"AP","Kurnool",53,0,0
518452,"AP","Kurnool",53,0,0
517423,"AP","Chittoor",17,0,0
517416,"AP","Chittoor",17,0,0
517127,"AP","Chittoor",17,0,0
517126,"AP","Chittoor",17,0,0
517126,"AP","Chittoor",17,0,0
517390,"AP","Chittoor",17,0,0
517247,"AP","Chittoor",17,0,0
517425,"AP","Chittoor",17,0,0
517599,"AP","Chittoor",17,0,0
517127,"AP","Chittoor",17,0,0
517247,"AP","Chittoor",17,0,0
517128,"AP","Chittoor",17,0,0
517124,"AP","Chittoor",17,0,0
517257,"AP","Chittoor",17,0,0
517126,"AP","Chittoor",17,0,0
517421,"AP","Chittoor",17,0,0
517391,"AP","Chittoor",17,0,0
517599,"AP","Chittoor",17,0,0
517390,"AP","Chittoor",17,0,0
517124,"AP","Chittoor",17,0,0
517401,"AP","Chittoor",17,0,0
517257,"AP","Chittoor",17,0,0
517432,"AP","Chittoor",17,0,0
517124,"AP","Chittoor",17,0,0
517599,"AP","Chittoor",17,0,0
517390,"AP","Chittoor",17,0,0
517247,"AP","Chittoor",17,0,0
517247,"AP","Chittoor",17,0,0
517129,"AP","Chittoor",17,0,0
517370,"AP","Chittoor",17,0,0
517391,"AP","Chittoor",17,0,0
517124,"AP","Chittoor",17,0,0
517415,"AP","Chittoor",17,0,0
517130,"AP","Chittoor",17,0,0
517350,"AP","Chittoor",17,0,0
517424,"AP","Chittoor",17,0,0
517429,"AP","Chittoor",17,0,0
517002,"AP","Chittoor",17,0,0
517351,"AP","Chittoor",17,0,0
517131,"AP","Chittoor",17,0,0
517425,"AP","Chittoor",17,0,0
517421,"AP","Chittoor",17,0,0
517132,"AP","Chittoor",17,0,0
517423,"AP","Chittoor",17,0,0
517129,"AP","Chittoor",17,0,0
517129,"AP","Chittoor",17,0,0
517128,"AP","Chittoor",17,0,0
517370,"AP","Chittoor",17,0,0
517408,"AP","Chittoor",17,0,0
517425,"AP","Chittoor",17,0,0
517351,"AP","Chittoor",17,0,0
517425,"AP","Chittoor",17,0,0
517418,"AP","Chittoor",17,0,0
517130,"AP","Chittoor",17,0,0
517417,"AP","Chittoor",17,0,0
517421,"AP","Chittoor",17,0,0
517130,"AP","Chittoor",17,0,0
517247,"AP","Chittoor",17,0,0
517130,"AP","Chittoor",17,0,0
517125,"AP","Chittoor",17,0,0
517130,"AP","Chittoor",17,0,0
517002,"AP","Chittoor",17,0,0
517319,"AP","Chittoor",17,0,0
517002,"AP","Chittoor",17,0,0
517370,"AP","Chittoor",17,0,0
517132,"AP","Chittoor",17,0,0
517408,"AP","Chittoor",17,0,0
517131,"AP","Chittoor",17,0,0
517123,"AP","Chittoor",17,0,0
517418,"AP","Chittoor",17,0,0
517421,"AP","Chittoor",17,0,0
517124,"AP","Chittoor",17,0,0
517370,"AP","Chittoor",17,0,0
517124,"AP","Chittoor",17,0,0
517429,"AP","Chittoor",17,0,0
517425,"AP","Chittoor",17,0,0
517415,"AP","Chittoor",17,0,0
517127,"AP","Chittoor",17,0,0
517424,"AP","Chittoor",17,0,0
517124,"AP","Chittoor",17,0,0
517123,"AP","Chittoor",17,0,0
517123,"AP","Chittoor",17,0,0
517002,"AP","Chittoor",17,0,0
517351,"AP","Chittoor",17,0,0
517414,"AP","Chittoor",17,0,0
517424,"AP","Chittoor",17,0,0
517129,"AP","Chittoor",17,0,0
517422,"AP","Chittoor",17,0,0
517125,"AP","Chittoor",17,0,0
517128,"AP","Chittoor",17,0,0
517426,"AP","Chittoor",17,0,0
517002,"AP","Chittoor",17,0,0
517418,"AP","Chittoor",17,0,0
517131,"AP","Chittoor",17,0,0
517326,"AP","Chittoor",17,0,0
517126,"AP","Chittoor",17,0,0
517423,"AP","Chittoor",17,0,0
517415,"AP","Chittoor",17,0,0
517132,"AP","Chittoor",17,0,0
517247,"AP","Chittoor",17,0,0
517415,"AP","Chittoor",17,0,0
517257,"AP","Chittoor",17,0,0
517129,"AP","Chittoor",17,0,0
518218,"AP","Kurnool",53,0,0
518002,"AP","Kurnool",53,0,0
518380,"AP","Kurnool",53,0,0
518221,"AP","Kurnool",53,0,0
518206,"AP","Kurnool",53,0,0
518345,"AP","Kurnool",53,0,0
518599,"AP","Kurnool",53,0,0
518313,"AP","Kurnool",53,0,0
518395,"AP","Kurnool",53,0,0
518468,"AP","Kurnool",53,0,0
518432,"AP","Kurnool",53,0,0
518221,"AP","Kurnool",53,0,0
517425,"AP","Chittoor",17,0,0
517123,"AP","Chittoor",17,0,0
517167,"AP","Chittoor",17,0,0
517001,"AP","Chittoor",17,0,0
517370,"AP","Chittoor",17,0,0
517350,"AP","Chittoor",17,0,0
517001,"AP","Chittoor",17,0,0
517416,"AP","Chittoor",17,0,0
517408,"AP","Chittoor",17,0,0
517352,"AP","Chittoor",17,0,0
517126,"AP","Chittoor",17,0,0
517390,"AP","Chittoor",17,0,0
517426,"AP","Chittoor",17,0,0
517414,"AP","Chittoor",17,0,0
517425,"AP","Chittoor",17,0,0
517128,"AP","Chittoor",17,0,0
517126,"AP","Chittoor",17,0,0
517257,"AP","Chittoor",17,0,0
521157,"AP","Krishna",28,0,0
521126,"AP","Krishna",28,0,0
521122,"AP","Krishna",28,0,0
521157,"AP","Krishna",28,0,0
521369,"AP","Krishna",28,0,0
521120,"AP","Krishna",28,0,0
521366,"AP","Krishna",28,0,0
521332,"AP","Krishna",28,0,0
521157,"AP","Krishna",28,0,0
521366,"AP","Krishna",28,0,0
521003,"AP","Krishna",28,0,0
521120,"AP","Krishna",28,0,0
521231,"AP","Krishna",28,0,0
533244,"AP","East Godavari",11,0,0
533221,"AP","East Godavari",11,0,0
533251,"AP","East Godavari",11,0,0
533212,"AP","East Godavari",11,0,0
533210,"AP","East Godavari",11,0,0
533221,"AP","East Godavari",11,0,0
533229,"AP","East Godavari",11,0,0
533247,"AP","East Godavari",11,0,0
533214,"AP","East Godavari",11,0,0
533212,"AP","East Godavari",11,0,0
533213,"AP","East Godavari",11,0,0
533249,"AP","East Godavari",11,0,0
533211,"AP","East Godavari",11,0,0
533220,"AP","East Godavari",11,0,0
533223,"AP","East Godavari",11,0,0
533250,"AP","East Godavari",11,0,0
533249,"AP","East Godavari",11,0,0
533248,"AP","East Godavari",11,0,0
533254,"AP","East Godavari",11,0,0
533251,"AP","East Godavari",11,0,0
533212,"AP","East Godavari",11,0,0
533211,"AP","East Godavari",11,0,0
533235,"AP","East Godavari",11,0,0
533212,"AP","East Godavari",11,0,0
533217,"AP","East Godavari",11,0,0
533241,"AP","East Godavari",11,0,0
533220,"AP","East Godavari",11,0,0
533247,"AP","East Godavari",11,0,0
533210,"AP","East Godavari",11,0,0
533248,"AP","East Godavari",11,0,0
533216,"AP","East Godavari",11,0,0
533222,"AP","East Godavari",11,0,0
533211,"AP","East Godavari",11,0,0
533244,"AP","East Godavari",11,0,0
533223,"AP","East Godavari",11,0,0
533241,"AP","East Godavari",11,0,0
533251,"AP","East Godavari",11,0,0
533217,"AP","East Godavari",11,0,0
533249,"AP","East Godavari",11,0,0
533241,"AP","East Godavari",11,0,0
534315,"AP","East Godavari",11,0,0
533249,"AP","East Godavari",11,0,0
533238,"AP","East Godavari",11,0,0
533247,"AP","East Godavari",11,0,0
533577,"AP","East Godavari",11,0,0
533220,"AP","East Godavari",11,0,0
533216,"AP","East Godavari",11,0,0
533577,"AP","East Godavari",11,0,0
533213,"AP","East Godavari",11,0,0
533239,"AP","East Godavari",11,0,0
533216,"AP","East Godavari",11,0,0
533222,"AP","East Godavari",11,0,0
533218,"AP","East Godavari",11,0,0
533223,"AP","East Godavari",11,0,0
518346,"AP","Kurnool",53,0,0
518348,"AP","Kurnool",53,0,0
518222,"AP","Kurnool",53,0,0
518411,"AP","Kurnool",53,0,0
518533,"AP","Kurnool",53,0,0
518348,"AP","Kurnool",53,0,0
518405,"AP","Kurnool",53,0,0
518598,"AP","Kurnool",53,0,0
518313,"AP","Kurnool",53,0,0
518395,"AP","Kurnool",53,0,0
518010,"AP","Kurnool",53,0,0
518462,"AP","Kurnool",53,0,0
518360,"AP","Kurnool",53,0,0
518225,"AP","Kurnool",53,0,0
518345,"AP","Kurnool",53,0,0
518401,"AP","Kurnool",53,0,0
518347,"AP","Kurnool",53,0,0
518432,"AP","Kurnool",53,0,0
518452,"AP","Kurnool",53,0,0
518002,"AP","Kurnool",53,0,0
518467,"AP","Kurnool",53,0,0
518220,"AP","Kurnool",53,0,0
518102,"AP","Kurnool",53,0,0
518468,"AP","Kurnool",53,0,0
518508,"AP","Kurnool",53,0,0
518465,"AP","Kurnool",53,0,0
518533,"AP","Kurnool",53,0,0
518323,"AP","Kurnool",53,0,0
518344,"AP","Kurnool",53,0,0
518323,"AP","Kurnool",53,0,0
518302,"AP","Kurnool",53,0,0
518422,"AP","Kurnool",53,0,0
518462,"AP","Kurnool",53,0,0
518395,"AP","Kurnool",53,0,0
518380,"AP","Kurnool",53,0,0
518533,"AP","Kurnool",53,0,0
518002,"AP","Kurnool",53,0,0
518323,"AP","Kurnool",53,0,0
518463,"AP","Kurnool",53,0,0
518313,"AP","Kurnool",53,0,0
518004,"AP","Kurnool",53,0,0
518452,"AP","Kurnool",53,0,0
518221,"AP","Kurnool",53,0,0
518218,"AP","Kurnool",53,0,0
518333,"AP","Kurnool",53,0,0
518308,"AP","Kurnool",53,0,0
518508,"AP","Kurnool",53,0,0
518422,"AP","Kurnool",53,0,0
518508,"AP","Kurnool",53,0,0
518468,"AP","Kurnool",53,0,0
518466,"AP","Kurnool",53,0,0
518308,"AP","Kurnool",53,0,0
518004,"AP","Kurnool",53,0,0
518350,"AP","Kurnool",53,0,0
518221,"AP","Kurnool",53,0,0
518462,"AP","Kurnool",53,0,0
518462,"AP","Kurnool",53,0,0
518396,"AP","Kurnool",53,0,0
518412,"AP","Kurnool",53,0,0
518463,"AP","Kurnool",53,0,0
518343,"AP","Kurnool",53,0,0
518308,"AP","Kurnool",53,0,0
518221,"AP","Kurnool",53,0,0
518401,"AP","Kurnool",53,0,0
518007,"AP","Kurnool",53,0,0
518348,"AP","Kurnool",53,0,0
518323,"AP","Kurnool",53,0,0
518348,"AP","Kurnool",53,0,0
518222,"AP","Kurnool",53,0,0
518001,"AP","Kurnool",53,0,0
518002,"AP","Kurnool",53,0,0
518464,"AP","Kurnool",53,0,0
518422,"AP","Kurnool",53,0,0
518401,"AP","Kurnool",53,0,0
518225,"AP","Kurnool",53,0,0
518468,"AP","Kurnool",53,0,0
518396,"AP","Kurnool",53,0,0
